question-id,item,grammartical_item,construct,encoding
q2920,read a story to a child,i read a story to a child,interest in children,1.0
q2921,read all the time,i read all the time,love of learning,1.0
q2922,read an entire book in one sitting,i read an entire book in one sitting,love of reading,1.0
q2923,read in bed before going to sleep,i read in bed before going to sleep,love of reading,1.0
q2924,read many books,i read many books,language mastery,1.0
q2925,read music-related news,i read music-related news,interest in music,1.0
q2926,read news on the internet,i read news on the internet,interest in computing,1.0
q2927,read newspaper ads for non-grocery items,i read newspaper ads for non-grocery items,interest in shopping,1.0
q2928,read poetry,i read poetry,love of learning,1.0
q2929,read quickly,i read quickly,intellect,1.0
q2930,read slowly,i read slowly,intellect,-1.0
q2931,read someones personal web-page,i read someones personal web-page,interest in social media,1.0
q2932,read the bible or other sacred text,i read the bible or other sacred text,spirituality/religiousness,1.0
q2933,read the comics to a child,i read the comics to a child,interest in children,1.0
q2934,read the editorial page of a newspaper,i read the editorial page of a newspaper,love of learning,1.0
q2935,readily overcome setbacks,i readily overcome setbacks,vulnerability,-1.0
q2936,reason logically,i reason logically,rationality,1.0
q2937,reassure others,i reassure others,problem-solving,-1.0
q2938,rebel against authority,i rebel against authority,unconventionality,1.0
q2939,recorded a television program,i recorded a television program,interest in watching television,1.0
q2940,recover quickly from stress and illness,i recover quickly from stress and illness,not assigned,
q2941,recycled one or more items,i recycled one or more items,interest in environmentalism,1.0
q2942,redecorate ones house,i redecorate ones house,creativity/originality,1.0
q2943,reflect on things before acting,i reflect on things before acting,recklessness,-1.0
q2944,refuse help,i refuse help,not assigned,
q2945,refuse to be sidetracked,i refuse to be sidetracked,not assigned,
q2946,refuse to be taken advantage of by others,i refuse to be taken advantage of by others,not assigned,
q2947,refuse to be talked into things,i refuse to be talked into things,not assigned,
q2948,refuse to take credit for work i have not done,i refuse to take credit for work i have not done,equity/fairness,1.0
q2949,remain calm during emergencies,i remain calm during emergencies,responsive distress,-1.0
q2950,remain calm during stressful times,i remain calm during stressful times,not assigned,
q2951,remain calm under pressure,i remain calm under pressure,deliberateness,1.0
q2952,remain hopeful about the future regardless of challenges,i remain hopeful about the future regardless of challenges,not assigned,
q2953,remain hopeful despite challenges,i remain hopeful despite challenges,hope/optimism,1.0
q2954,remain on guard to keep from being tricked or manipulated,i remain on guard to keep from being tricked or manipulated,not assigned,
q2955,remember my failures more easily than my successes,i remember my failures more easily than my successes,"locus of control,external",1.0
q2956,remember my friends birthdays,i remember my friends birthdays,tenderness,1.0
q2957,repair cars or trucks,i repair cars or trucks,construction/mechanical interests,1.0
q2958,repeatedly check doors windows and drawers,i repeatedly check doors windows and drawers,obsessive-compulsive symptoms,1.0
q2959,replay events in my head,i replay events in my head,not assigned,
q2960,resent being punished,i resent being punished,not assigned,
q2961,resist authority,i resist authority,cooperation,-1.0
q2962,resist societys rules,i resist societys rules,not assigned,
q2963,respect authority,i respect authority,rebelliousness,-1.0
q2964,respect older people,i respect older people,not assigned,
q2965,respect others,i respect others,tolerance,1.0
q2966,respect others feelings,i respect others feelings,understanding,1.0
q2967,respect the opinions of others,i respect the opinions of others,self-acceptance,1.0
q2968,respect the privacy of others,i respect the privacy of others,morality,1.0
q2969,respond randomly to surveys and questionnaires,i respond randomly to surveys and questionnaires,not assigned,
q2970,retreat from others,i retreat from others,poise,-1.0
q2971,return borrowed items,i return borrowed items,conscientiousness,1.0
q2972,return extra change when a cashier makes a mistake,i return extra change when a cashier makes a mistake,impression-management,1.0
q2973,return library books on time,i return library books on time,not assigned,
q2974,reveal intimate details of my life easily,i reveal intimate details of my life easily,not assigned,
q2975,reveal little about myself,i reveal little about myself,friendliness,-1.0
q2976,ridicule people,i ridicule people,rudeness,1.0
q2977,rode a motorcycle,i rode a motorcycle,interest in vehicles,1.0
q2978,rule with an iron fist,i rule with an iron fist,not assigned,
q2979,run for political office,i run for political office,leadership,1.0
q2980,rush into things,i rush into things,deliberateness,-1.0
q2981,sacrifice myself for others,i sacrifice myself for others,conservatism,1.0
q2982,sail my own course,i sail my own course,independence,1.0
q2983,sang or played an instrument in public,i sang or played an instrument in public,creativity/originality,1.0
q2984,say i am sorry when someone bumps into me in a crowd,i say i am sorry when someone bumps into me in a crowd,not assigned,
q2985,say inappropriate things,i say inappropriate things,rudeness,1.0
q2986,say little,i say little,expressiveness,-1.0
q2987,say nothing new,i say nothing new,insight,-1.0
q2988,say things just to be different,i say things just to be different,not assigned,
q2989,say what i think,i say what i think,assertiveness,1.0
q2990,say what i think and feel even if i know other people will disagree,i say what i think and feel even if i know other people will disagree,not assigned,
q2991,say yes to nearly all requests,i say yes to nearly all requests,not assigned,
q2992,scheme against others,i scheme against others,morality,-1.0
q2993,scratch myself until i bleed,i scratch myself until i bleed,not assigned,
q2994,scream at things,i scream at things,not assigned,
q2995,see beauty in things that others might not notice,i see beauty in things that others might not notice,romanticism,1.0
q2996,see danger everywhere,i see danger everywhere,not assigned,
q2997,see difficulties everywhere,i see difficulties everywhere,"locus of control,external",1.0
q2998,see events as unavoidable,i see events as unavoidable,satisfaction,-1.0
q2999,see little need for romance in my life,i see little need for romance in my life,romantic disinterest,1.0
q3000,see myself as a good leader,i see myself as a good leader,leadership,1.0
q3001,see myself as an average person,i see myself as an average person,modesty/humility,1.0
q3002,see nothing wrong with being single for the rest of my life,i see nothing wrong with being single for the rest of my life,not assigned,
q3003,see other people as my competitors,i see other people as my competitors,good nature,-1.0
q3004,see strange figures or visions when nothing is really there,i see strange figures or visions when nothing is really there,unusual experiences,1.0
q3005,see that nobody gets left out,i see that nobody gets left out,not assigned,
q3006,see that rules are observed,i see that rules are observed,disorderliness,-1.0
q3007,see the beauty in everyday things,i see the beauty in everyday things,not assigned,
q3008,see the humor in situations,i see the humor in situations,depth,1.0
q3009,see the real causes of problems,i see the real causes of problems,not assigned,
q3010,see things around me differently than i regularly do (for example as if looking through a tunnel or seeing only part of an object),i see things around me differently than i regularly do (for example as if looking through a tunnel or seeing only part of an object),not assigned,
q3011,see through problems,i see through problems,not assigned,
q3012,see to my own needs first,i see to my own needs first,not assigned,
q3013,seek adventure,i seek adventure,sociability,1.0
q3014,seek conflict,i seek conflict,cooperation,-1.0
q3015,seek danger,i seek danger,risk-avoidance,-1.0
q3016,seek explanations of things,i seek explanations of things,curiosity,1.0
q3017,seek quiet,i seek quiet,gregariousness,-1.0
q3018,seek status,i seek status,self-acceptance,-1.0
q3019,seek support,i seek support,independence,-1.0
q3020,seek to be the best,i seek to be the best,not assigned,
q3021,seek to influence others,i seek to influence others,introversion,-1.0
q3022,seem to derive less enjoyment from interacting with people than others do,i seem to derive less enjoyment from interacting with people than others do,sociability,-1.0
q3023,seldom become irritated in response to what a person says,i seldom become irritated in response to what a person says,not assigned,
q3024,seldom become irritated when someone is late,i seldom become irritated when someone is late,not assigned,
q3025,seldom change my decisions,i seldom change my decisions,not assigned,
q3026,seldom daydream,i seldom daydream,introspection/private self-consciousness,-1.0
q3027,seldom experience sudden intuitive insights,i seldom experience sudden intuitive insights,creativity/originality,-1.0
q3028,seldom feel blue,i seldom feel blue,self-esteem,1.0
q3029,seldom feel sad for longer than an hour,i seldom feel sad for longer than an hour,not assigned,
q3030,seldom feel weepy while reading the sad part of a story,i seldom feel weepy while reading the sad part of a story,sentimentality,-1.0
q3031,seldom forget appointments,i seldom forget appointments,not assigned,
q3032,seldom get emotional,i seldom get emotional,sentimentality,-1.0
q3033,seldom get lost in thought,i seldom get lost in thought,intellectual openness,-1.0
q3034,seldom get mad,i seldom get mad,emotional stability,1.0
q3035,seldom help out when people feel overwhelmed by things that need to be done,i seldom help out when people feel overwhelmed by things that need to be done,not assigned,
q3036,seldom joke around,i seldom joke around,cheerfulness,-1.0
q3037,seldom notice details,i seldom notice details,organization,-1.0
q3038,seldom notice the emotional aspects of paintings and pictures,i seldom notice the emotional aspects of paintings and pictures,aesthetic appreciation/artistic interests,-1.0
q3039,seldom read the comics,i seldom read the comics,interest in game-playing,-1.0
q3040,seldom stretch the truth,i seldom stretch the truth,tolerance,1.0
q3041,seldom take offense,i seldom take offense,calmness,1.0
q3042,seldom toot my own horn,i seldom toot my own horn,modesty/humility,1.0
q3043,seldom wear colorful clothing,i seldom wear colorful clothing,not assigned,
q3044,select art works for a museum,i select art works for a museum,creativity/originality,1.0
q3045,sense others wishes,i sense others wishes,empathy,1.0
q3046,sent a message by electronic mail (e-mail),i sent a message by electronic mail (e-mail),interest in computing,1.0
q3047,served as a baby sitter,i served as a baby sitter,interest in children,1.0
q3048,set high standards for myself and others,i set high standards for myself and others,organization,1.0
q3049,share my feelings with other people,i share my feelings with other people,not assigned,
q3050,share things with others,i share things with others,not assigned,
q3051,shift back and forth between strong love and strong hate,i shift back and forth between strong love and strong hate,not assigned,
q3052,shirk my duties,i shirk my duties,achievement-striving,-1.0
q3053,shoot my mouth off,i shoot my mouth off,impulse-control,-1.0
q3054,shopped in a music store,i shopped in a music store,interest in music,1.0
q3055,shopped on the web,i shopped on the web,interest in shopping,1.0
q3056,should get special privileges,i should get special privileges,grandiosity,1.0
q3057,should learn to hold back some of the things i say,i should learn to hold back some of the things i say,not assigned,
q3058,shout or scream when i am angry,i shout or scream when i am angry,negative expressivity,1.0
q3059,show a mastery of language,i show a mastery of language,language mastery,1.0
q3060,show disgust,i show disgust,not assigned,
q3061,show faith in people,i show faith in people,not assigned,
q3062,show my fear,i show my fear,negative expressivity,1.0
q3063,show my feelings,i show my feelings,tenderness,1.0
q3064,show my feelings when i am happy,i show my feelings when i am happy,positive expressivity,1.0
q3065,show my gratitude,i show my gratitude,sensitivity,1.0
q3066,show my sadness,i show my sadness,negative expressivity,1.0
q3067,signed a petition,i signed a petition,interest in political activism,1.0
q3068,sing out loud to myself when i am alone,i sing out loud to myself when i am alone,not assigned,
q3069,sing professionally,i sing professionally,creativity/originality,1.0
q3070,skip difficult words while reading,i skip difficult words while reading,intellect,-1.0
q3071,smile a lot,i smile a lot,liveliness,1.0
q3072,smoke too many cigarettes,i smoke too many cigarettes,not assigned,
q3073,snap at people,i snap at people,calmness,-1.0
q3074,solve complex puzzles,i solve complex puzzles,science interest,1.0
q3075,sometimes do not know where i am,i sometimes do not know where i am,not assigned,
q3076,sometimes do things for quick gains,i sometimes do things for quick gains,not assigned,
q3077,sometimes dream of vivid detailed settings that are unlike anything i have experienced when awake,i sometimes dream of vivid detailed settings that are unlike anything i have experienced when awake,not assigned,
q3078,sometimes end up believing my own lies,i sometimes end up believing my own lies,not assigned,
q3079,sometimes feel as if i am looking at myself from outside,i sometimes feel as if i am looking at myself from outside,not assigned,
q3080,sometimes feel down for several hours from relatively small disappointments,i sometimes feel down for several hours from relatively small disappointments,not assigned,
q3081,sometimes feel intense sadness because of minor events,i sometimes feel intense sadness because of minor events,not assigned,
q3082,sometimes feel jealous of other peoples situations,i sometimes feel jealous of other peoples situations,not assigned,
q3083,sometimes feel like i am dreaming while awake,i sometimes feel like i am dreaming while awake,not assigned,
q3084,sometimes find my friends to be irritating,i sometimes find my friends to be irritating,not assigned,
q3085,sometimes find myself in a trance-like state without trying,i sometimes find myself in a trance-like state without trying,fantasy proneness,1.0
q3086,sometimes forget to do things on purpose,i sometimes forget to do things on purpose,not assigned,
q3087,sometimes forget what i am trying to do,i sometimes forget what i am trying to do,not assigned,
q3088,sometimes forget where i am or what i am doing when listening to music or reading a book,i sometimes forget where i am or what i am doing when listening to music or reading a book,not assigned,
q3089,sometimes get lost in my daydreams,i sometimes get lost in my daydreams,fantasy proneness,1.0
q3090,sometimes have a hard time concentrating on tasks when i am very happy,i sometimes have a hard time concentrating on tasks when i am very happy,not assigned,
q3091,sometimes have extremely vivid pictures in my head,i sometimes have extremely vivid pictures in my head,fantasy proneness,1.0
q3092,sometimes have fantasies that are overwhelming,i sometimes have fantasies that are overwhelming,fantasy proneness,1.0
q3093,sometimes have thoughts that do not make any sense,i sometimes have thoughts that do not make any sense,not assigned,
q3094,sometimes have to clean myself simply because i feel contaminated,i sometimes have to clean myself simply because i feel contaminated,obsessive-compulsive symptoms,1.0
q3095,sometimes have to do things over,i sometimes have to do things over,not assigned,
q3096,sometimes have trouble making up my mind,i sometimes have trouble making up my mind,self-deception,-1.0
q3097,sometimes know that something will happen before it actually does,i sometimes know that something will happen before it actually does,not assigned,
q3098,sometimes lack remorse for treating people badly,i sometimes lack remorse for treating people badly,not assigned,
q3099,sometimes laugh out loud when reading or watching tv,i sometimes laugh out loud when reading or watching tv,positive expressivity,1.0
q3100,sometimes see visual images when resting with my eyes closed,i sometimes see visual images when resting with my eyes closed,not assigned,
q3101,sometimes think the tv is talking directly to me,i sometimes think the tv is talking directly to me,unusual experiences,1.0
q3102,speak briefly and to the point,i speak briefly and to the point,not assigned,
q3103,speak fluently on any subject,i speak fluently on any subject,language mastery,1.0
q3104,speak ill of others,i speak ill of others,gentleness,-1.0
q3105,speak loudly,i speak loudly,dominance,1.0
q3106,speak only when spoken to,i speak only when spoken to,not assigned,
q3107,speak rapidly,i speak rapidly,not assigned,
q3108,speak slowly,i speak slowly,not assigned,
q3109,speak softly,i speak softly,extraversion,-1.0
q3110,speak up for others,i speak up for others,not assigned,
q3111,speak up in protest when i hear someone say mean things,i speak up in protest when i hear someone say mean things,bravery/courage/valor,1.0
q3112,spend a lot of time creating a good image of myself in the eyes of others,i spend a lot of time creating a good image of myself in the eyes of others,not assigned,
q3113,spend a lot of time on the phone,i spend a lot of time on the phone,not assigned,
q3114,spend a lot of time reading,i spend a lot of time reading,love of reading,1.0
q3115,spend a lot of time watching television,i spend a lot of time watching television,not assigned,
q3116,spend lots of my free time helping others,i spend lots of my free time helping others,not assigned,
q3117,spend more money than i have,i spend more money than i have,extravagance,1.0
q3118,spend more money than i should,i spend more money than i should,not assigned,
q3119,spend much of the day fantasizing or daydreaming,i spend much of the day fantasizing or daydreaming,not assigned,
q3120,spend time reflecting on things,i spend time reflecting on things,introspection/private self-consciousness,1.0
q3121,spend time thinking about past mistakes,i spend time thinking about past mistakes,anxiety,1.0
q3122,spend too much money when i am emotional,i spend too much money when i am emotional,not assigned,
q3123,spent 10 minutes or more in a non-grocery store,i spent 10 minutes or more in a non-grocery store,interest in shopping,1.0
q3124,spent an entire vacation by myself,i spent an entire vacation by myself,reclusiveness,1.0
q3125,spent an hour or more in a non-grocery store,i spent an hour or more in a non-grocery store,interest in shopping,1.0
q3126,spent more than 10 minutes thinking about what to wear,i spent more than 10 minutes thinking about what to wear,appearance-consciousness,1.0
q3127,spent more than an hour thinking about what to wear,i spent more than an hour thinking about what to wear,appearance-consciousness,1.0
q3128,spill things,i spill things,cognitive-failures,1.0
q3129,stand behind my actions,i stand behind my actions,morality,1.0
q3130,start conversations,i start conversations,friendliness,1.0
q3131,start fights,i start fights,not assigned,
q3132,start tasks right away,i start tasks right away,self-discipline,1.0
q3133,start to perspire when i meet someone new,i start to perspire when i meet someone new,not assigned,
q3134,stay away from the doctor for fear of what they might find,i stay away from the doctor for fear of what they might find,not assigned,
q3135,stay in touch with old acquaintances,i stay in touch with old acquaintances,responsibility,1.0
q3136,stay only where i am wanted,i stay only where i am wanted,not assigned,
q3137,stayed in a hotel motel or resort,i stayed in a hotel motel or resort,interest in travel,1.0
q3138,steal things,i steal things,equity/fairness,-1.0
q3139,stick to my chosen path,i stick to my chosen path,cautiousness,1.0
q3140,stick to my point of view,i stick to my point of view,not assigned,
q3141,stick to my previous decisions,i stick to my previous decisions,not assigned,
q3142,stick to the facts,i stick to the facts,not assigned,
q3143,stick to the rules,i stick to the rules,risk-taking/sensation-seeking/thrill-seeking,-1.0
q3144,stick up for myself,i stick up for myself,assertiveness,1.0
q3145,stop to count my blessings,i stop to count my blessings,gratitude,1.0
q3146,stop when work becomes too difficult,i stop when work becomes too difficult,diligence,-1.0
q3147,strive in every way possible to be flawless,i strive in every way possible to be flawless,perfectionism,1.0
q3148,studied some subject,i studied some subject,interest in self-improvement,1.0
q3149,stumble over my words,i stumble over my words,self-consciousness,1.0
q3150,suddenly lose interest,i suddenly lose interest,temperance,-1.0
q3151,suffer from others sorrows,i suffer from others sorrows,responsive distress,1.0
q3152,supervise the work of others,i supervise the work of others,organization,1.0
q3153,support my teammates or fellow group members,i support my teammates or fellow group members,teamwork/citizenship,1.0
q3154,surfed the internet,i surfed the internet,interest in computing,1.0
q3155,survive in the wilderness,i survive in the wilderness,adventurousness,1.0
q3156,suspect hidden motives in others,i suspect hidden motives in others,distrust,1.0
q3157,suspect that my facial expressions give me away when i feel sad,i suspect that my facial expressions give me away when i feel sad,conformity/dependence/need for approval,1.0
q3158,suspect that people like to talk to me because my ideas are unusual,i suspect that people like to talk to me because my ideas are unusual,not assigned,
q3159,swim against the current,i swim against the current,cooperation,-1.0
q3160,switch my loyalties when i feel like it,i switch my loyalties when i feel like it,sincerity,-1.0
q3161,sympathize with others feelings,i sympathize with others feelings,agreeableness,1.0
q3162,sympathize with the homeless,i sympathize with the homeless,empathy,1.0
q3163,take a long time to think before making big decisions,i take a long time to think before making big decisions,not assigned,
q3164,take advantage of others,i take advantage of others,manipulativeness,1.0
q3165,take an interest in other peoples lives,i take an interest in other peoples lives,warmth,1.0
q3166,take care of my own affairs,i take care of my own affairs,deliberateness,1.0
q3167,take charge,i take charge,dominance,1.0
q3168,take control of things,i take control of things,assertiveness,1.0
q3169,take deviant positions,i take deviant positions,imagination,1.0
q3170,take good care of my belongings,i take good care of my belongings,orderliness,1.0
q3171,take in stray animals,i take in stray animals,not assigned,
q3172,take liberties with others things,i take liberties with others things,not assigned,
q3173,take no time for others,i take no time for others,altruism,-1.0
q3174,take offense easily,i take offense easily,hope/optimism,-1.0
q3175,take orders from anybody,i take orders from anybody,not assigned,
q3176,take others interests into account,i take others interests into account,responsibility,1.0
q3177,take part in community projects to help people who have less than me,i take part in community projects to help people who have less than me,not assigned,
q3178,take pleasure in watching people suffer,i take pleasure in watching people suffer,not assigned,
q3179,take precautions,i take precautions,cautiousness,1.0
q3180,take pride in not exaggerating who or what i am,i take pride in not exaggerating who or what i am,honesty/integrity/authenticity,1.0
q3181,take responsibility for what happens,i take responsibility for what happens,not assigned,
q3182,take risks,i take risks,risk-taking/sensation-seeking/thrill-seeking,1.0
q3183,take risks that could cause trouble for me,i take risks that could cause trouble for me,not assigned,
q3184,take tasks too lightly,i take tasks too lightly,conscientiousness,-1.0
q3185,take the blame when i am at fault,i take the blame when i am at fault,not assigned,
q3186,take the future into account,i take the future into account,not assigned,
q3187,take the initiative,i take the initiative,leadership,1.0
q3188,take the time to finish things,i take the time to finish things,not assigned,
q3189,take things as they come,i take things as they come,pleasantness,1.0
q3190,take things for granted,i take things for granted,not assigned,
q3191,take things in quickly,i take things in quickly,not assigned,
q3192,take things lying down,i take things lying down,not assigned,
q3193,take things seriously,i take things seriously,not assigned,
q3194,take time out for others,i take time out for others,warmth,1.0
q3195,take time out to chat,i take time out to chat,not assigned,
q3196,take time to reflect on things,i take time to reflect on things,reflection,1.0
q3197,take unfair advantage of others,i take unfair advantage of others,not assigned,
q3198,talk a lot,i talk a lot,expressiveness,1.0
q3199,talk about my worries,i talk about my worries,self-disclosure,1.0
q3200,talk about others to stir up conflict,i talk about others to stir up conflict,not assigned,
q3201,talk during movies,i talk during movies,not assigned,
q3202,talk even when i know i should not,i talk even when i know i should not,impulse-control,-1.0
q3203,talk for no reason,i talk for no reason,not assigned,
q3204,talk mainly about myself,i talk mainly about myself,negative-valence,1.0
q3205,talk nonsense,i talk nonsense,not assigned,
q3206,talk out loud to myself,i talk out loud to myself,not assigned,
q3207,talk to a lot of different people at parties,i talk to a lot of different people at parties,sociability,1.0
q3208,talk to myself a lot,i talk to myself a lot,not assigned,
q3209,talk too much,i talk too much,talkativeness,1.0
q3210,talk without thinking,i talk without thinking,not assigned,
q3211,talked less than usual,i talked less than usual,depression,1.0
q3212,talked out loud to myself,i talked out loud to myself,dissociation,1.0
q3213,tease people,i tease people,not assigned,
q3214,tell other people what they want to hear so that they will do what i want them to do,i tell other people what they want to hear so that they will do what i want them to do,sincerity,-1.0
q3215,tell others what i really think,i tell others what i really think,not assigned,
q3216,tell people about it when i am irritated,i tell people about it when i am irritated,expressiveness,1.0
q3217,tell tall stories about myself,i tell tall stories about myself,cooperation,-1.0
q3218,tell the truth,i tell the truth,dutifulness,1.0
q3219,tend to analyze things,i tend to analyze things,curiosity,1.0
q3220,tend to be admired by others,i tend to be admired by others,not assigned,
q3221,tend to become agitated whenever i have to sit and wait for something (for instance in a waiting room),i tend to become agitated whenever i have to sit and wait for something (for instance in a waiting room),not assigned,
q3222,tend to dislike impulsive people,i tend to dislike impulsive people,cautiousness,1.0
q3223,tend to dislike secretive people,i tend to dislike secretive people,not assigned,
q3224,tend to dislike shallow people,i tend to dislike shallow people,not assigned,
q3225,tend to dislike soft-hearted people,i tend to dislike soft-hearted people,sensitivity,-1.0
q3226,tend to explode with anger when things do not go as planned,i tend to explode with anger when things do not go as planned,not assigned,
q3227,tend to feel happy and irritable at the same time,i tend to feel happy and irritable at the same time,hypomanic mood intensity,1.0
q3228,tend to feel the same every day,i tend to feel the same every day,tranquility,1.0
q3229,tend to feel very hopeless,i tend to feel very hopeless,depression,1.0
q3230,tend to find social situations confusing,i tend to find social situations confusing,not assigned,
q3231,tend to focus on only the negative parts of my life,i tend to focus on only the negative parts of my life,not assigned,
q3232,tend to get emotionally involved with a friends problems,i tend to get emotionally involved with a friends problems,not assigned,
q3233,tend to give others a hard time,i tend to give others a hard time,not assigned,
q3234,tend to hang on to things i should probably throw out,i tend to hang on to things i should probably throw out,not assigned,
q3235,tend to know beforehand what a conversation partner is about to say,i tend to know beforehand what a conversation partner is about to say,not assigned,
q3236,tend to live in the present,i tend to live in the present,not assigned,
q3237,tend to look out only for myself,i tend to look out only for myself,not assigned,
q3238,tend to notice details that others do not,i tend to notice details that others do not,not assigned,
q3239,tend to organize my books cds and other collections,i tend to organize my books cds and other collections,not assigned,
q3240,tend to talk sarcastically,i tend to talk sarcastically,not assigned,
q3241,tend to think about something for hours,i tend to think about something for hours,depth,1.0
q3242,tend to think of alternatives when someone tells me how to do something,i tend to think of alternatives when someone tells me how to do something,creativity/originality,1.0
q3243,tend to vote for conservative political candidates,i tend to vote for conservative political candidates,openness to experience,-1.0
q3244,tend to vote for liberal political candidates,i tend to vote for liberal political candidates,traditionalism,-1.0
q3245,tend to worry about strange bodily sensations that i have,i tend to worry about strange bodily sensations that i have,not assigned,
q3246,think a lot before complaining in a restaurant if my meal is not well-prepared,i think a lot before complaining in a restaurant if my meal is not well-prepared,not assigned,
q3247,think about dying all the time,i think about dying all the time,not assigned,
q3248,think about the causes of my emotions,i think about the causes of my emotions,attention to emotions,1.0
q3249,think about what is good in my life when i feel down,i think about what is good in my life when i feel down,hope/optimism,1.0
q3250,think ahead,i think ahead,organization,1.0
q3251,think before i speak,i think before i speak,prudence,1.0
q3252,think constantly about sex,i think constantly about sex,not assigned,
q3253,think deeply about things,i think deeply about things,depth,1.0
q3254,think highly of myself,i think highly of myself,leadership,1.0
q3255,think i have a healthy way of dealing with my problems,i think i have a healthy way of dealing with my problems,not assigned,
q3256,think i would make a good actor,i think i would make a good actor,hypomanic exhibitionism,1.0
q3257,think it is best to keep my emotions to myself,i think it is best to keep my emotions to myself,emotional detachment,1.0
q3258,think it would be exciting to be near an explosion,i think it would be exciting to be near an explosion,not assigned,
q3259,think most other people are better than me,i think most other people are better than me,not assigned,
q3260,think my sex drive is stronger than most other people,i think my sex drive is stronger than most other people,not assigned,
q3261,think of myself as a good and moral person,i think of myself as a good and moral person,not assigned,
q3262,think of others as objects to be used for my personal pleasure,i think of others as objects to be used for my personal pleasure,not assigned,
q3263,think of others first,i think of others first,nurturance,1.0
q3264,think of things like developing cancer or catching a serious illness,i think of things like developing cancer or catching a serious illness,not assigned,
q3265,think quickly,i think quickly,intellect,1.0
q3266,think that all will be well,i think that all will be well,trust,1.0
q3267,think that being in touch with emotions is essential,i think that being in touch with emotions is essential,not assigned,
q3268,think that changing important personal beliefs is often necessary to grow as a person,i think that changing important personal beliefs is often necessary to grow as a person,not assigned,
q3269,think that everybody should give some of their time and energy to help their town or country,i think that everybody should give some of their time and energy to help their town or country,not assigned,
q3270,think that everyone should be responsible for their own behaviors,i think that everyone should be responsible for their own behaviors,not assigned,
q3271,think that everyone should get a fair share,i think that everyone should get a fair share,not assigned,
q3272,think that i am in good medical condition,i think that i am in good medical condition,health anxiety,-1.0
q3273,think that in difficult situations it is possible to find something to laugh or joke about,i think that in difficult situations it is possible to find something to laugh or joke about,not assigned,
q3274,think that it is important to forgive people who have hurt me,i think that it is important to forgive people who have hurt me,not assigned,
q3275,think that life does not always have to be serious,i think that life does not always have to be serious,not assigned,
q3276,think that looking for hidden meanings in movies or plays distracts from their enjoyment,i think that looking for hidden meanings in movies or plays distracts from their enjoyment,not assigned,
q3277,think that love is overrated,i think that love is overrated,not assigned,
q3278,think that most of my problems are due to the fact that other people just do not understand me,i think that most of my problems are due to the fact that other people just do not understand me,not assigned,
q3279,think that most people in authority are incompetent or corrupt,i think that most people in authority are incompetent or corrupt,not assigned,
q3280,think that my life is extremely interesting,i think that my life is extremely interesting,curiosity,1.0
q3281,think that my moods do not change more than most peoples do,i think that my moods do not change more than most peoples do,hypomanic mood intensity,-1.0
q3282,think that others should do all the work,i think that others should do all the work,not assigned,
q3283,think that people need to learn restraint,i think that people need to learn restraint,not assigned,
q3284,think that people who are stupid enough to get ripped off usually deserve it,i think that people who are stupid enough to get ripped off usually deserve it,not assigned,
q3285,think that suicide would solve a lot of problems,i think that suicide would solve a lot of problems,not assigned,
q3286,think too highly of myself,i think too highly of myself,cooperation,-1.0
q3287,think twice before doing something,i think twice before doing something,recklessness,-1.0
q3288,think up practical solutions,i think up practical solutions,not assigned,
q3289,thought about killing myself,i thought about killing myself,depression,1.0
q3290,thought my life had been a failure,i thought my life had been a failure,depression,1.0
q3291,thought that my life had been a failure,i thought that my life had been a failure,not assigned,
q3292,throw a new light on the situation,i throw a new light on the situation,insight,1.0
q3293,throw things across the room when angry,i throw things across the room when angry,not assigned,
q3294,tire out quickly,i tire out quickly,liveliness,-1.0
q3295,tolerate a lot from others,i tolerate a lot from others,tolerance,1.0
q3296,took a child on an outing,i took a child on an outing,interest in children,1.0
q3297,took a trip,i took a trip,interest in travel,1.0
q3298,took travel photographs,i took travel photographs,interest in travel,1.0
q3299,torture animals,i torture animals,not assigned,
q3300,traded music with a friend,i traded music with a friend,interest in music,1.0
q3301,traded something in my collection,i traded something in my collection,interest in collecting,1.0
q3302,traveled by train or plane,i traveled by train or plane,interest in travel,1.0
q3303,treat all people equally,i treat all people equally,equity/fairness,1.0
q3304,treat all races and religions equally,i treat all races and religions equally,not assigned,
q3305,treat everyone the same,i treat everyone the same,leadership,1.0
q3306,treat my doctors and other professionals as my friends,i treat my doctors and other professionals as my friends,not assigned,
q3307,treat others badly,i treat others badly,not assigned,
q3308,treat others differently if i do not like them,i treat others differently if i do not like them,equity/fairness,-1.0
q3309,treat people as inferiors,i treat people as inferiors,grandiosity,1.0
q3310,treated my parents badly,i treated my parents badly,not assigned,
q3311,treated my parents well,i treated my parents well,not assigned,
q3312,tremble in dangerous situations,i tremble in dangerous situations,fearfulness,1.0
q3313,tried something completely new,i tried something completely new,creativity/originality,1.0
q3314,trust everyone,i trust everyone,not assigned,
q3315,trust others,i trust others,trust,1.0
q3316,trust what people say,i trust what people say,trust,1.0
q3317,try hard to protect myself from threats or dangers,i try hard to protect myself from threats or dangers,not assigned,
q3318,try hard to treat others with respect,i try hard to treat others with respect,not assigned,
q3319,try not to deceive others,i try not to deceive others,not assigned,
q3320,try not to do favors for others,i try not to do favors for others,kindness/generosity,-1.0
q3321,try not to think about the needy,i try not to think about the needy,sympathy,-1.0
