,Dataset,Model,Correlation,p-value,L1 Loss
9805,BIG5,Average Response,0.0,0.0,1.43
9806,BIG5,Average Response,0.0,0.0,0.97
9807,BIG5,Average Response,0.0,0.0,0.99
9808,BIG5,Average Response,0.0,0.0,0.83
9809,BIG5,Average Response,0.0,0.0,0.9
9810,BIG5,Average Response,0.0,0.0,0.86
9811,BIG5,Average Response,0.0,0.0,1.31
9812,BIG5,Average Response,0.0,0.0,1.48
9813,BIG5,Average Response,0.0,0.0,1.22
9814,BIG5,Average Response,0.0,0.0,1.13
9815,BIG5,Average Response,0.0,0.0,1.23
9816,BIG5,Average Response,0.0,0.0,1.03
9817,BIG5,Average Response,0.0,0.0,1.51
9818,BIG5,Average Response,0.0,0.0,1.21
9819,BIG5,Average Response,0.0,0.0,0.77
9820,BIG5,Average Response,0.0,0.0,1.38
9821,BIG5,Average Response,0.0,0.0,1.3
9822,BIG5,Average Response,0.0,0.0,1.2
9823,BIG5,Average Response,0.0,0.0,1.25
9824,BIG5,Average Response,0.0,0.0,1.24
9825,BIG5,Average Response,-0.273754,0.005852,1.16
9826,BIG5,Average Response,0.0,0.0,0.97
9827,BIG5,Average Response,0.0,0.0,1.41
9828,BIG5,Average Response,0.0,0.0,1.07
9829,BIG5,Average Response,-0.17772,0.076899,1.36
9830,BIG5,Average Response,0.0,0.0,1.05
9831,BIG5,Average Response,0.0,0.0,1.13
9832,BIG5,Average Response,0.0,0.0,1.12
9833,BIG5,Average Response,0.0,0.0,0.85
9834,BIG5,Average Response,0.0,0.0,1.36
9835,BIG5,Average Response,0.0,0.0,1.32
9836,BIG5,Average Response,0.0,0.0,1.14
9837,BIG5,Average Response,0.0,0.0,1.12
9838,BIG5,Average Response,0.0,0.0,1.48
9839,BIG5,Average Response,0.0,0.0,1.46
9840,BIG5,Average Response,0.0,0.0,1.08
9841,BIG5,Average Response,0.0,0.0,1.31
9842,BIG5,Average Response,0.0,0.0,0.96
9843,BIG5,Average Response,0.0,0.0,1.58
9844,BIG5,Average Response,0.0,0.0,1.25
9845,BIG5,Average Response,0.0,0.0,1.1
9846,BIG5,Average Response,0.0,0.0,1.19
9847,BIG5,Average Response,0.0,0.0,1.12
9848,BIG5,Average Response,0.0,0.0,1.35
9849,BIG5,Average Response,0.0,0.0,1.3
9850,BIG5,Average Response,0.0,0.0,0.85
9851,BIG5,Average Response,0.0,0.0,1.19
9852,BIG5,Average Response,0.0,0.0,1.04
9853,BIG5,Average Response,0.0,0.0,0.79
9854,BIG5,Average Response,0.0,0.0,1.0
9855,BIG5,Average Response,0.0,0.0,1.11
9856,BIG5,Average Response,0.0,0.0,1.33
9857,BIG5,Average Response,0.0,0.0,1.36
9858,BIG5,Average Response,0.0,0.0,0.62
9859,BIG5,Average Response,0.0,0.0,1.11
9860,BIG5,Average Response,0.0,0.0,0.91
9861,BIG5,Average Response,0.0,0.0,1.22
9862,BIG5,Average Response,0.0,0.0,1.35
9863,BIG5,Average Response,0.0,0.0,1.36
9864,BIG5,Average Response,0.0,0.0,1.34
9865,BIG5,Average Response,0.0,0.0,0.81
9866,BIG5,Average Response,0.0,0.0,1.28
9867,BIG5,Average Response,0.0,0.0,1.27
9868,BIG5,Average Response,0.0,0.0,1.53
9869,BIG5,Average Response,0.0,0.0,1.06
9870,BIG5,Average Response,-0.234652,0.018777,1.27
9871,BIG5,Average Response,0.0,0.0,1.07
9872,BIG5,Average Response,0.0,0.0,1.24
9873,BIG5,Average Response,0.0,0.0,1.26
9874,BIG5,Average Response,0.0,0.0,0.84
9875,BIG5,Average Response,0.0,0.0,1.44
9876,BIG5,Average Response,0.0,0.0,0.99
9877,BIG5,Average Response,0.0,0.0,1.33
9878,BIG5,Average Response,0.0,0.0,1.0
9879,BIG5,Average Response,0.0,0.0,0.89
9880,BIG5,Average Response,0.0,0.0,1.05
9881,BIG5,Average Response,0.0,0.0,1.11
9882,BIG5,Average Response,0.0,0.0,1.04
9883,BIG5,Average Response,0.0,0.0,1.21
9884,BIG5,Average Response,0.0,0.0,0.9
9885,BIG5,Average Response,0.0,0.0,1.04
9886,BIG5,Average Response,0.0,0.0,1.37
9887,BIG5,Average Response,0.0,0.0,1.18
9888,BIG5,Average Response,0.0,0.0,1.27
9889,BIG5,Average Response,0.0,0.0,1.03
9890,BIG5,Average Response,0.0,0.0,1.02
9891,BIG5,Average Response,0.0,0.0,1.29
9892,BIG5,Average Response,0.0,0.0,0.95
9893,BIG5,Average Response,0.0,0.0,1.34
9894,BIG5,Average Response,0.0,0.0,0.93
9895,BIG5,Average Response,0.0,0.0,0.97
9896,BIG5,Average Response,0.0,0.0,0.8
9897,BIG5,Average Response,0.0,0.0,1.24
9898,BIG5,Average Response,0.0,0.0,1.25
9899,BIG5,Average Response,0.0,0.0,0.66
9900,BIG5,Average Response,0.0,0.0,1.16
9901,BIG5,Average Response,0.0,0.0,1.19
9902,BIG5,Average Response,0.0,0.0,1.08
9903,BIG5,Average Response,-0.125661,0.212853,1.2
9904,BIG5,Average Response,-0.27015,0.006562,1.48
9905,BIG5,Average Response,0.0,0.0,1.18
9906,BIG5,Average Response,0.0,0.0,0.92
9907,BIG5,Average Response,0.0,0.0,1.09
9908,BIG5,Average Response,0.0,0.0,1.14
9909,BIG5,Average Response,0.0,0.0,0.68
9910,BIG5,Average Response,0.0,0.0,1.25
9911,BIG5,Average Response,0.0,0.0,1.51
9912,BIG5,Average Response,0.0,0.0,1.51
9913,BIG5,Average Response,0.0,0.0,1.15
9914,BIG5,Average Response,0.0,0.0,1.19
9915,BIG5,Average Response,0.0,0.0,1.34
9916,BIG5,Average Response,0.0,0.0,1.28
9917,BIG5,Average Response,0.0,0.0,1.1
9918,BIG5,Average Response,0.0,0.0,1.28
9919,BIG5,Average Response,0.0,0.0,1.11
9920,BIG5,Average Response,0.0,0.0,1.22
9921,BIG5,Average Response,0.0,0.0,1.4
9922,BIG5,Average Response,0.0,0.0,0.97
9923,BIG5,Average Response,0.0,0.0,1.44
9924,BIG5,Average Response,0.0,0.0,0.86
9925,BIG5,Average Response,0.0,0.0,1.2
9926,BIG5,Average Response,0.0,0.0,1.0
9927,BIG5,Average Response,0.0,0.0,1.45
9928,BIG5,Average Response,0.0,0.0,1.25
9929,BIG5,Average Response,0.0,0.0,1.16
9930,BIG5,Average Response,0.0,0.0,1.27
9931,BIG5,Average Response,0.0,0.0,1.13
9932,BIG5,Average Response,0.0,0.0,1.05
9933,BIG5,Average Response,0.0,0.0,0.96
9934,BIG5,Average Response,0.0,0.0,1.46
9935,BIG5,Average Response,0.0,0.0,1.22
9936,BIG5,Average Response,-0.290736,0.003341,1.51
9937,BIG5,Average Response,0.0,0.0,1.27
9938,BIG5,Average Response,0.0,0.0,0.99
9939,BIG5,Average Response,0.0,0.0,0.71
9940,BIG5,Average Response,0.0,0.0,1.53
9941,BIG5,Average Response,0.0,0.0,1.14
9942,BIG5,Average Response,0.0,0.0,1.08
9943,BIG5,Average Response,0.0,0.0,1.18
9944,BIG5,Average Response,0.0,0.0,1.1
9945,BIG5,Average Response,0.0,0.0,1.1
9946,BIG5,Average Response,0.0,0.0,1.03
9947,BIG5,Average Response,0.0,0.0,1.33
9948,BIG5,Average Response,0.0,0.0,0.98
9949,BIG5,Average Response,0.0,0.0,1.33
9950,BIG5,Average Response,0.0,0.0,1.12
9951,BIG5,Average Response,0.0,0.0,1.23
9952,BIG5,Average Response,0.0,0.0,0.8
9953,BIG5,Average Response,0.0,0.0,1.17
9954,BIG5,Average Response,0.0,0.0,1.5
9955,BIG5,Average Response,0.0,0.0,0.91
9956,BIG5,Average Response,-0.178177,0.076132,1.25
9957,BIG5,Average Response,0.0,0.0,1.11
9958,BIG5,Average Response,0.0,0.0,1.09
9959,BIG5,Average Response,0.0,0.0,1.22
9960,BIG5,Average Response,0.0,0.0,0.77
9961,BIG5,Average Response,0.0,0.0,1.09
9962,BIG5,Average Response,0.0,0.0,1.3
9963,BIG5,Average Response,0.0,0.0,0.89
9964,BIG5,Average Response,0.0,0.0,0.94
9965,BIG5,Average Response,0.0,0.0,0.75
9966,BIG5,Average Response,-0.213049,0.03332,1.48
9967,BIG5,Average Response,0.0,0.0,1.26
9968,BIG5,Average Response,0.0,0.0,0.8
9969,BIG5,Average Response,0.0,0.0,1.42
9970,BIG5,Average Response,0.0,0.0,1.26
9971,BIG5,Average Response,0.0,0.0,1.0
9972,BIG5,Average Response,0.0,0.0,0.84
9973,BIG5,Average Response,0.0,0.0,1.41
9974,BIG5,Average Response,0.0,0.0,1.06
9975,BIG5,Average Response,0.0,0.0,1.34
9976,BIG5,Average Response,0.0,0.0,1.29
9977,BIG5,Average Response,0.0,0.0,0.68
9978,BIG5,Average Response,0.0,0.0,1.22
9979,BIG5,Average Response,0.0,0.0,0.94
9980,BIG5,Average Response,0.0,0.0,1.27
9981,BIG5,Average Response,0.0,0.0,1.15
9982,BIG5,Average Response,0.0,0.0,1.27
9983,BIG5,Average Response,0.0,0.0,0.91
9984,BIG5,Average Response,0.0,0.0,1.08
9985,BIG5,Average Response,0.0,0.0,1.36
9986,BIG5,Average Response,0.0,0.0,0.92
9987,BIG5,Average Response,0.0,0.0,0.84
9988,BIG5,Average Response,0.0,0.0,1.33
9989,BIG5,Average Response,0.0,0.0,1.3
9990,BIG5,Average Response,0.0,0.0,1.03
9991,BIG5,Average Response,0.0,0.0,1.1
9992,BIG5,Average Response,0.0,0.0,1.03
9993,BIG5,Average Response,0.0,0.0,1.39
9994,BIG5,Average Response,0.0,0.0,1.04
9995,BIG5,Average Response,0.0,0.0,1.31
9996,BIG5,Average Response,0.0,0.0,1.56
9997,BIG5,Average Response,0.0,0.0,1.07
9998,BIG5,Average Response,0.0,0.0,1.21
9999,BIG5,Average Response,0.0,0.0,1.03
10000,BIG5,Average Response,0.0,0.0,1.01
10001,BIG5,Average Response,0.0,0.0,1.32
10002,BIG5,Average Response,0.0,0.0,0.86
10003,BIG5,Average Response,0.0,0.0,1.09
10004,BIG5,Average Response,0.0,0.0,1.17
10005,BIG5,Average Response,0.0,0.0,1.19
10006,BIG5,Average Response,0.0,0.0,1.3
10007,BIG5,Average Response,0.0,0.0,0.98
10008,BIG5,Average Response,0.0,0.0,1.25
10009,BIG5,Average Response,0.0,0.0,1.11
10010,BIG5,Average Response,0.0,0.0,0.72
10011,BIG5,Average Response,0.0,0.0,1.04
10012,BIG5,Average Response,-0.113387,0.261336,1.13
10013,BIG5,Average Response,0.0,0.0,0.71
10014,BIG5,Average Response,0.0,0.0,1.36
10015,BIG5,Average Response,0.0,0.0,0.89
10016,BIG5,Average Response,0.0,0.0,1.21
10017,BIG5,Average Response,-0.201995,0.043865,1.35
10018,BIG5,Average Response,0.0,0.0,1.09
10019,BIG5,Average Response,0.0,0.0,1.13
10020,BIG5,Average Response,0.0,0.0,1.66
10021,BIG5,Average Response,0.0,0.0,0.77
10022,BIG5,Average Response,0.0,0.0,1.09
10023,BIG5,Average Response,0.0,0.0,0.79
10024,BIG5,Average Response,0.0,0.0,1.5
10025,BIG5,Average Response,0.0,0.0,1.03
10026,BIG5,Average Response,0.0,0.0,1.84
10027,BIG5,Average Response,0.0,0.0,0.83
10028,BIG5,Average Response,0.0,0.0,0.88
10029,BIG5,Average Response,0.0,0.0,0.84
10030,BIG5,Average Response,0.0,0.0,1.12
10031,BIG5,Average Response,0.0,0.0,0.95
10032,BIG5,Average Response,0.0,0.0,1.25
10033,BIG5,Average Response,0.0,0.0,0.97
10034,BIG5,Average Response,0.0,0.0,1.45
10035,BIG5,Average Response,0.0,0.0,0.68
10036,BIG5,Average Response,0.0,0.0,1.1
10037,BIG5,Average Response,0.0,0.0,1.45
10038,BIG5,Average Response,0.0,0.0,1.57
10039,BIG5,Average Response,0.0,0.0,1.39
10040,BIG5,Average Response,0.0,0.0,1.68
10041,BIG5,Average Response,0.0,0.0,1.19
10042,BIG5,Average Response,0.0,0.0,0.9
10043,BIG5,Average Response,0.0,0.0,0.96
10044,BIG5,Average Response,0.0,0.0,1.12
10045,BIG5,Average Response,0.0,0.0,1.29
10046,BIG5,Average Response,-0.349082,0.000371,1.02
10047,BIG5,Average Response,0.0,0.0,0.84
10048,BIG5,Average Response,0.0,0.0,1.27
10049,BIG5,Average Response,0.0,0.0,1.13
10050,BIG5,Average Response,0.0,0.0,1.31
10051,BIG5,Average Response,0.0,0.0,0.9
10052,BIG5,Average Response,0.0,0.0,0.96
10053,BIG5,Average Response,0.0,0.0,0.9
10054,BIG5,Average Response,0.0,0.0,0.88
10055,BIG5,Average Response,0.0,0.0,1.03
10056,BIG5,Average Response,0.0,0.0,1.4
10057,BIG5,Average Response,0.0,0.0,1.21
10058,BIG5,Average Response,0.0,0.0,0.77
10059,BIG5,Average Response,0.0,0.0,1.38
10060,BIG5,Average Response,0.0,0.0,1.17
10061,BIG5,Average Response,0.0,0.0,0.85
10062,BIG5,Average Response,0.0,0.0,0.99
10063,BIG5,Average Response,0.0,0.0,1.22
10064,BIG5,Average Response,0.0,0.0,1.19
10065,BIG5,Average Response,0.0,0.0,0.69
10066,BIG5,Average Response,0.0,0.0,1.27
10067,BIG5,Average Response,0.0,0.0,1.09
10068,BIG5,Average Response,0.0,0.0,1.63
10069,BIG5,Average Response,0.0,0.0,1.28
10070,BIG5,Average Response,0.0,0.0,1.36
10071,BIG5,Average Response,0.0,0.0,1.17
10072,BIG5,Average Response,0.0,0.0,1.87
10073,BIG5,Average Response,0.0,0.0,1.04
10074,BIG5,Average Response,0.0,0.0,0.93
10075,BIG5,Average Response,0.0,0.0,1.07
10076,BIG5,Average Response,0.0,0.0,1.25
10077,BIG5,Average Response,0.0,0.0,0.85
10078,BIG5,Average Response,0.0,0.0,1.19
10079,BIG5,Average Response,-0.249861,0.012173,1.12
10080,BIG5,Average Response,0.0,0.0,1.11
10081,BIG5,Average Response,0.0,0.0,1.26
10082,BIG5,Average Response,0.0,0.0,1.24
10083,BIG5,Average Response,0.0,0.0,1.03
10084,BIG5,Average Response,0.0,0.0,1.1
10085,BIG5,Average Response,0.0,0.0,1.46
10086,BIG5,Average Response,0.0,0.0,1.23
10087,BIG5,Average Response,0.0,0.0,1.27
10088,BIG5,Average Response,0.0,0.0,1.55
10089,BIG5,Average Response,0.0,0.0,1.12
10090,BIG5,Average Response,0.0,0.0,1.25
10091,BIG5,Average Response,0.0,0.0,1.27
10092,BIG5,Average Response,0.0,0.0,1.25
10093,BIG5,Average Response,0.0,0.0,1.45
10094,BIG5,Average Response,0.0,0.0,1.2
10095,BIG5,Average Response,0.0,0.0,1.31
10096,BIG5,Average Response,0.0,0.0,1.07
10097,BIG5,Average Response,0.0,0.0,1.19
10098,BIG5,Average Response,0.0,0.0,0.85
10099,BIG5,Average Response,0.0,0.0,1.12
10100,BIG5,Average Response,0.0,0.0,1.03
10101,BIG5,Average Response,0.0,0.0,1.4
10102,BIG5,Average Response,0.0,0.0,1.13
10103,BIG5,Average Response,0.0,0.0,1.42
10104,BIG5,Average Response,0.0,0.0,0.83
10105,BIG5,Average Response,0.0,0.0,0.82
10106,BIG5,Average Response,0.0,0.0,1.07
10107,BIG5,Average Response,0.0,0.0,0.92
10108,BIG5,Average Response,0.0,0.0,1.24
10109,BIG5,Average Response,0.0,0.0,1.01
10110,BIG5,Average Response,0.0,0.0,0.81
10111,BIG5,Average Response,0.0,0.0,0.99
10112,BIG5,Average Response,0.0,0.0,1.02
10113,BIG5,Average Response,0.0,0.0,1.05
10114,BIG5,Average Response,0.0,0.0,1.26
10115,BIG5,Average Response,0.0,0.0,1.07
10116,BIG5,Average Response,0.0,0.0,1.34
10117,BIG5,Average Response,0.0,0.0,1.13
10118,BIG5,Average Response,0.0,0.0,1.34
10119,BIG5,Average Response,-0.242146,0.015213,1.3
10120,BIG5,Average Response,0.0,0.0,1.29
10121,BIG5,Average Response,0.0,0.0,1.08
10122,BIG5,Average Response,0.0,0.0,1.05
10123,BIG5,Average Response,0.0,0.0,1.03
10124,BIG5,Average Response,0.0,0.0,1.14
10125,BIG5,Average Response,0.0,0.0,1.27
10126,BIG5,Average Response,0.0,0.0,1.02
10127,BIG5,Average Response,0.0,0.0,1.33
10128,BIG5,Average Response,0.0,0.0,1.03
10129,BIG5,Average Response,0.0,0.0,1.02
10130,BIG5,Average Response,0.0,0.0,1.32
10131,BIG5,Average Response,0.0,0.0,1.18
10132,BIG5,Average Response,0.0,0.0,1.61
10133,BIG5,Average Response,0.0,0.0,0.9
10134,BIG5,Average Response,0.0,0.0,1.07
10135,BIG5,Average Response,0.0,0.0,1.19
10136,BIG5,Average Response,0.0,0.0,1.16
10137,BIG5,Average Response,0.0,0.0,1.35
10138,BIG5,Average Response,0.0,0.0,1.33
10139,BIG5,Average Response,0.0,0.0,1.0
10140,BIG5,Average Response,0.0,0.0,1.24
10141,BIG5,Average Response,-0.195781,0.050923,1.25
10142,BIG5,Average Response,0.0,0.0,0.65
10143,BIG5,Average Response,0.0,0.0,1.09
10144,BIG5,Average Response,0.0,0.0,0.75
10145,BIG5,Average Response,0.0,0.0,1.29
10146,BIG5,Average Response,0.0,0.0,1.22
10147,BIG5,Average Response,0.0,0.0,1.66
10148,BIG5,Average Response,0.0,0.0,0.84
10149,BIG5,Average Response,0.0,0.0,1.39
10150,BIG5,Average Response,0.0,0.0,0.66
10151,BIG5,Average Response,0.0,0.0,1.09
10152,BIG5,Average Response,0.0,0.0,1.15
10153,BIG5,Average Response,0.0,0.0,1.15
10154,BIG5,Average Response,0.0,0.0,1.21
10155,BIG5,Average Response,0.0,0.0,1.18
10156,BIG5,Average Response,0.0,0.0,1.33
10157,BIG5,Average Response,0.0,0.0,1.0
10158,BIG5,Average Response,0.0,0.0,1.22
10159,BIG5,Average Response,0.0,0.0,0.85
10160,BIG5,Average Response,0.0,0.0,1.39
10161,BIG5,Average Response,0.0,0.0,1.11
10162,BIG5,Average Response,0.0,0.0,1.06
10163,BIG5,Average Response,0.0,0.0,0.85
10164,BIG5,Average Response,0.0,0.0,0.91
10165,BIG5,Average Response,0.0,0.0,1.14
10166,BIG5,Average Response,0.0,0.0,1.39
10167,BIG5,Average Response,0.0,0.0,0.78
10168,BIG5,Average Response,0.0,0.0,1.53
10169,BIG5,Average Response,0.0,0.0,1.39
10170,BIG5,Average Response,0.0,0.0,0.76
10171,BIG5,Average Response,0.0,0.0,1.18
10172,BIG5,Average Response,0.0,0.0,1.19
10173,BIG5,Average Response,0.0,0.0,1.12
10174,BIG5,Average Response,0.0,0.0,0.88
10175,BIG5,Average Response,-0.200376,0.04562,1.36
10176,BIG5,Average Response,0.0,0.0,1.38
10177,BIG5,Average Response,0.0,0.0,1.48
10178,BIG5,Average Response,0.0,0.0,1.22
10179,BIG5,Average Response,0.0,0.0,1.12
10180,BIG5,Average Response,0.0,0.0,1.35
10181,BIG5,Average Response,0.0,0.0,1.21
10182,BIG5,Average Response,0.0,0.0,0.72
10183,BIG5,Average Response,-0.229435,0.021663,0.97
10184,BIG5,Average Response,0.0,0.0,1.31
10185,BIG5,Average Response,0.0,0.0,1.27
10186,BIG5,Average Response,0.0,0.0,0.97
10187,BIG5,Average Response,0.0,0.0,1.31
10188,BIG5,Average Response,0.0,0.0,1.01
10189,BIG5,Average Response,0.0,0.0,1.04
10190,BIG5,Average Response,0.0,0.0,1.36
10191,BIG5,Average Response,0.0,0.0,1.16
10192,BIG5,Average Response,0.0,0.0,1.34
10193,BIG5,Average Response,0.0,0.0,0.71
10194,BIG5,Average Response,0.0,0.0,1.02
10195,BIG5,Average Response,0.0,0.0,1.4
10196,BIG5,Average Response,0.0,0.0,1.29
10197,BIG5,Average Response,0.0,0.0,1.28
10198,BIG5,Average Response,0.0,0.0,1.06
10199,BIG5,Average Response,0.0,0.0,1.09
10200,BIG5,Average Response,0.0,0.0,1.15
10201,BIG5,Average Response,0.0,0.0,0.98
10202,BIG5,Average Response,0.0,0.0,1.43
10203,BIG5,Average Response,0.0,0.0,1.35
10204,BIG5,Average Response,0.0,0.0,1.27
10205,BIG5,Average Response,0.0,0.0,1.19
10206,BIG5,Average Response,0.0,0.0,1.35
10207,BIG5,Average Response,0.0,0.0,0.87
10208,BIG5,Average Response,0.0,0.0,1.43
10209,BIG5,Average Response,0.0,0.0,1.26
10210,BIG5,Average Response,-0.164167,0.102653,1.33
10211,BIG5,Average Response,0.0,0.0,0.9
10212,BIG5,Average Response,0.0,0.0,0.92
10213,BIG5,Average Response,0.0,0.0,1.19
10214,BIG5,Average Response,0.0,0.0,1.07
10215,BIG5,Average Response,0.0,0.0,1.15
10216,BIG5,Average Response,0.0,0.0,1.36
10217,BIG5,Average Response,0.0,0.0,1.17
10218,BIG5,Average Response,0.0,0.0,1.29
10219,BIG5,Average Response,0.0,0.0,1.11
10220,BIG5,Average Response,0.0,0.0,1.08
10221,BIG5,Average Response,0.0,0.0,1.06
10222,BIG5,Average Response,0.0,0.0,1.03
10223,BIG5,Average Response,0.0,0.0,1.07
10224,BIG5,Average Response,0.0,0.0,0.95
10225,BIG5,Average Response,0.0,0.0,1.18
10226,BIG5,Average Response,-0.22807,0.022478,1.2
10227,BIG5,Average Response,0.0,0.0,0.87
10228,BIG5,Average Response,0.0,0.0,0.95
10229,BIG5,Average Response,0.0,0.0,1.29
10230,BIG5,Average Response,0.0,0.0,1.18
10231,BIG5,Average Response,0.0,0.0,0.91
10232,BIG5,Average Response,0.0,0.0,0.9
10233,BIG5,Average Response,0.0,0.0,1.42
10234,BIG5,Average Response,0.0,0.0,1.37
10235,BIG5,Average Response,0.0,0.0,1.04
10236,BIG5,Average Response,0.0,0.0,1.02
10237,BIG5,Average Response,0.0,0.0,0.98
10238,BIG5,Average Response,0.0,0.0,1.31
10239,BIG5,Average Response,0.0,0.0,1.25
10240,BIG5,Average Response,-0.176232,0.079444,1.41
10241,BIG5,Average Response,0.0,0.0,1.14
10242,BIG5,Average Response,-0.24805,0.012834,1.25
10243,BIG5,Average Response,0.0,0.0,0.8
10244,BIG5,Average Response,0.0,0.0,1.15
10245,BIG5,Average Response,0.0,0.0,0.98
10246,BIG5,Average Response,0.0,0.0,0.94
10247,BIG5,Average Response,0.0,0.0,0.79
10248,BIG5,Average Response,0.0,0.0,0.96
10249,BIG5,Average Response,0.0,0.0,0.74
10250,BIG5,Average Response,0.0,0.0,1.09
10251,BIG5,Average Response,0.0,0.0,1.14
10252,BIG5,Average Response,0.0,0.0,1.37
10253,BIG5,Average Response,0.0,0.0,0.82
10254,BIG5,Average Response,0.0,0.0,0.91
10255,BIG5,Average Response,0.0,0.0,0.92
10256,BIG5,Average Response,0.0,0.0,1.23
10257,BIG5,Average Response,0.0,0.0,1.03
10258,BIG5,Average Response,0.0,0.0,1.44
10259,BIG5,Average Response,0.0,0.0,1.05
10260,BIG5,Average Response,0.0,0.0,0.93
10261,BIG5,Average Response,0.0,0.0,0.94
10262,BIG5,Average Response,0.0,0.0,1.23
10263,BIG5,Average Response,0.0,0.0,1.49
10264,BIG5,Average Response,0.0,0.0,1.49
10265,BIG5,Average Response,0.0,0.0,1.13
10266,BIG5,Average Response,0.0,0.0,1.05
10267,BIG5,Average Response,0.0,0.0,0.88
10268,BIG5,Average Response,0.0,0.0,0.96
10269,BIG5,Average Response,0.0,0.0,1.42
10270,BIG5,Average Response,0.0,0.0,1.12
10271,BIG5,Average Response,-0.148639,0.139968,1.23
10272,BIG5,Average Response,0.0,0.0,1.25
10273,BIG5,Average Response,0.0,0.0,0.75
10274,BIG5,Average Response,0.0,0.0,1.21
10275,BIG5,Average Response,0.0,0.0,1.22
10276,BIG5,Average Response,0.0,0.0,1.16
10277,BIG5,Average Response,-0.241594,0.015454,1.29
10278,BIG5,Average Response,0.0,0.0,1.46
10279,BIG5,Average Response,0.0,0.0,1.02
10280,BIG5,Average Response,0.0,0.0,1.57
10281,BIG5,Average Response,0.0,0.0,1.09
10282,BIG5,Average Response,0.0,0.0,1.04
10283,BIG5,Average Response,0.0,0.0,1.11
10284,BIG5,Average Response,0.0,0.0,0.86
10285,BIG5,Average Response,0.0,0.0,1.09
10286,BIG5,Average Response,0.0,0.0,1.13
10287,BIG5,Average Response,0.0,0.0,1.05
10288,BIG5,Average Response,0.0,0.0,0.8
10289,BIG5,Average Response,0.0,0.0,1.08
10290,BIG5,Average Response,0.0,0.0,0.69
10291,BIG5,Average Response,0.0,0.0,1.02
10292,BIG5,Average Response,0.0,0.0,0.83
10293,BIG5,Average Response,0.0,0.0,1.0
10294,BIG5,Average Response,0.0,0.0,0.86
10295,BIG5,Average Response,0.0,0.0,1.17
10296,BIG5,Average Response,0.0,0.0,0.98
10297,BIG5,Average Response,0.0,0.0,1.02
10298,BIG5,Average Response,0.0,0.0,1.15
10299,BIG5,Average Response,0.0,0.0,1.22
10300,BIG5,Average Response,0.0,0.0,1.21
10301,BIG5,Average Response,0.0,0.0,1.34
10302,BIG5,Average Response,-0.128754,0.201717,1.39
10303,BIG5,Average Response,0.0,0.0,1.32
10304,BIG5,Average Response,0.0,0.0,1.2
10305,BIG5,Average Response,0.0,0.0,1.0
10306,BIG5,Average Response,0.0,0.0,1.25
10307,BIG5,Average Response,0.0,0.0,1.3
10308,BIG5,Average Response,0.0,0.0,1.19
10309,BIG5,Average Response,0.0,0.0,1.29
10310,BIG5,Average Response,0.0,0.0,1.16
10311,BIG5,Average Response,0.0,0.0,1.23
10312,BIG5,Average Response,0.0,0.0,1.35
10313,BIG5,Average Response,0.0,0.0,1.26
10314,BIG5,Average Response,0.0,0.0,1.28
10315,BIG5,Average Response,0.0,0.0,0.98
10316,BIG5,Average Response,0.0,0.0,1.19
10317,BIG5,Average Response,0.0,0.0,0.97
10318,BIG5,Average Response,0.0,0.0,1.33
10319,BIG5,Average Response,0.0,0.0,1.11
10320,BIG5,Average Response,0.0,0.0,1.18
10321,BIG5,Average Response,0.0,0.0,1.28
10322,BIG5,Average Response,0.0,0.0,1.33
10323,BIG5,Average Response,0.0,0.0,1.1
10324,BIG5,Average Response,0.0,0.0,1.16
10325,BIG5,Average Response,0.0,0.0,0.82
10326,BIG5,Average Response,0.0,0.0,0.99
10327,BIG5,Average Response,0.0,0.0,0.92
10328,BIG5,Average Response,0.0,0.0,1.18
10329,BIG5,Average Response,0.0,0.0,0.87
10330,BIG5,Average Response,0.0,0.0,1.15
10331,BIG5,Average Response,0.0,0.0,1.15
10332,BIG5,Average Response,0.0,0.0,1.19
10333,BIG5,Average Response,0.0,0.0,1.64
10334,BIG5,Average Response,0.0,0.0,1.29
10335,BIG5,Average Response,0.0,0.0,0.88
10336,BIG5,Average Response,0.0,0.0,1.36
10337,BIG5,Average Response,0.0,0.0,0.95
10338,BIG5,Average Response,0.0,0.0,1.51
10339,BIG5,Average Response,0.0,0.0,1.05
10340,BIG5,Average Response,0.0,0.0,1.36
10341,BIG5,Average Response,0.0,0.0,1.06
10342,BIG5,Average Response,0.0,0.0,1.0
10343,BIG5,Average Response,0.0,0.0,1.24
10344,BIG5,Average Response,0.0,0.0,0.84
10345,BIG5,Average Response,0.0,0.0,1.24
10346,BIG5,Average Response,0.0,0.0,0.69
10347,BIG5,Average Response,0.0,0.0,1.24
10348,BIG5,Average Response,0.0,0.0,1.33
10349,BIG5,Average Response,0.0,0.0,1.25
10350,BIG5,Average Response,0.0,0.0,1.23
10351,BIG5,Average Response,0.0,0.0,1.12
10352,BIG5,Average Response,0.0,0.0,1.13
10353,BIG5,Average Response,0.0,0.0,1.29
10354,BIG5,Average Response,0.0,0.0,1.01
10355,BIG5,Average Response,0.0,0.0,1.34
10356,BIG5,Average Response,0.0,0.0,1.61
10357,BIG5,Average Response,0.0,0.0,1.0
10358,BIG5,Average Response,0.0,0.0,1.41
10359,BIG5,Average Response,0.0,0.0,1.38
10360,BIG5,Average Response,0.0,0.0,0.78
