,impressions,age,gender,id,target,fold,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32
404,"They're are similar to myself. I'll  try to come up with funny joke sometimes at my own expense, to lighten the mood of what may be happening in th emoment or that day,",32.0,1,63fcf26a814570a76bcf2237,10.0,8.0,,,,,,,,4.0,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,
405,They seem to try to make other laugh.,32.0,1,62713a003caa3feec5c6a0ba,41.0,7.0,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,
406,"This person considers themselves humorous and enjoys joking with their friends and family, although not at the expense of others and not at the expense of masking their true feelings.",27.0,2,6422265578963ff5d3dbd0b2,46.0,2.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,,,1.0,,2.0,,,
407,"This person doesnt joke a lot, has a low sense of self and low confidence.",34.0,1,60b8198defba8da1d95a93b8,3.0,10.0,,,,,,,,,,,,,3.0,,,2.0,,,,,,4.0,,,,,,,,,,
408,They seem very humble.,44.0,1,5cbcfce214b3cb0015f03471,37.0,10.0,,,,,,,,,,,,,5.0,,,5.0,,,,,,5.0,,,,,,,,,,
409,They are depressed ,31.0,1,63bda65b774a91e291c5b1a8,24.0,8.0,,,,,,,,4.0,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,
410,A happy person who needs to around people,57.0,1,5debce5335575a2bed69acc6,40.0,1.0,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,5.0,,,,,,,,,
411,They are easily amused and like to be funny to release stress ,26.0,2,5b21c4ab31d0080001b9f55e,57.0,4.0,,,,,,4.0,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,
412,An individual that has a sense of humor when they are in charge of the jokes.,43.0,1,62ad17e032a85a4ca119b289,59.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,2.0,,,,,,,
413,I think they’re a very humorous person and they have a great personality,23.0,2,6167206f242b144689a752d3,44.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,,1.0,
414,This person likes to make people laugh and feel good but ometimes at their own self,49.0,2,644937030a7868838f1e1b9a,16.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,4.0,,,,,,,
415,"They're a jokester, and they love to make people laugh. Humor is very important to them.",38.0,1,63d572f61366709dbcc745a9,61.0,3.0,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,1.0,,,,,,,
416,This person does not seem to take anything seriously including life. This person wants to be the center of attention.,57.0,2,6376e34cb9fc3dab5a718c87,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,4.0,
417,He is a jokester and likes to laugh away the pain of life by making jokes and not feeling his true feelings.,37.0,1,5dd365bdaf16d337333e212e,45.0,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,3.0,,2.0,,,
418,They seem to like joking. They also won’t use humor to put someone down,57.0,2,63c5a43f0cb13f00f8e8de1f,53.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,1.0,,,,,,,
419,Good sense of humor,26.0,2,5c1449f1b439140001543ec1,42.0,8.0,,,,,,,,4.0,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,
420,"There answers were a bit jumbled. They seem like your typical person though. They joke around, sometimes about themselves and sometimes about others. They do care about how they are making others feel when it comes to their joking.",33.0,2,63d1b680be452fa711f77f60,20.0,6.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
421,"This person does not seek humor when feeling stressed or down, will use self-deprecating humor to a degree and will make fun of others, but not try to humiliate them.",66.0,1,5c01dc58067bbf00019bb318,22.0,1.0,,,2.0,,,,,,,,3.0,4.0,,,,,,,,,,,3.0,,,,,,,,,
422,They are the type of person that like to try to be the life of the party and uses humor as a defense mechanism,36.0,1,56fc8248b5648e000fac9980,50.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,1.0,,,,,,,
423,"Severely depressed, and does not hide it as well as they think.",38.0,1,5ea89d0c5a0a9c12978f8263,26.0,1.0,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,,5.0,,,,,,,,,
424,An amusing person who likes to laugh and joke around even about himself to make peaple laugh and will laugh and joke at others but overall a good person trying the best to find the funny side of life. ,66.0,2,63756a809455a7613a718c6f,56.0,7.0,,,,,5.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,
425,This is a no-nonsense person ,42.0,1,5c4fa169ee5ae100010a2057,48.0,2.0,,,,,,,,,,,,,,,5.0,,2.0,,,,,,,,,,1.0,,2.0,,,
426,They like making others laugh.,30.0,1,5c667018adbe0f0001dcbb06,12.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,1.0,,,,,,,
427,"He seems like he does not value humor by himself, but only uses it with his friends. He also doesn't put himself down by joking about himself. ",31.0,1,60306cf6330619ee41fa3cd2,33.0,1.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,4.0,,,,,,,,,
428,They seem to care a lot about what others think and not try to offend anyone.,35.0,2,60d50ceb7c563c73f91d9ec5,17.0,7.0,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,
429,wacky,19.0,1,640da58d1ce7d6bee643de7b,20.0,8.0,,,,,,,,1.0,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,
430,They don't seem to happy or friendly,39.0,2,C3N2EBV2,49.0,1.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
431,This person is a male.  This is an average male with many friends.,58.0,2,6405236519858c28490dfeee,55.0,4.0,,,,,,1.0,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,
432,"my impression of them is that they are friendly outgoing and approachable. They seem to have a positive attitude and are easy to talk to, which makes it easy to establish a rapport with them",32.0,1,63e55f08844f6fb08115851f,11.0,2.0,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,1.0,,3.0,,,
433,Seem to be a very pensive person,35.0,1,5dfc64647adf4b971f329cbf,35.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,3.0,,,,1.0,,,,,,,
434,They like to laugh with others or alone. They seem kind.,24.0,3,61103c2b7810420e5f23f437,25.0,2.0,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,2.0,,2.0,,,
435,Honestly they seem kind of like a jerk.  They don't care about others feelings and will make fun of them.,47.0,1,5dd9f0e719eecb97dfab7b48,43.0,9.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
436,They like to make jokes at but not at other people’s expense. ,66.0,2,6452f9803fcddb391bd3a0d0,59.0,4.0,,,,,,2.0,,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,
437,"I think they're a funny person who likes to make friends and family laugh. They seem to be able to cheer themselves up, but I also sense some dark humor towards themselves which makes me think they might suffer with depression possibly. Nevertheless, a funny and fun person to be around.",25.0,2,615f882d403f68f51efd96e9,53.0,9.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
438,They attempt to use humor to make others laugh.,51.0,1,5d8998025e8a740001d6e2f1,52.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,4.0,
439,"This is a person who is used to making themselves likeable by being self deprecating; they are really rather awkward and sarcastic, but notice little detail more than others.",35.0,2,5db4f0b63e33f2000dd54016,15.0,7.0,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,
440,This person likes humor and pokes fun at other people but doesn’t make himself the butt of a joke.,43.0,2,55b12208fdf99b43fb57aab3,38.0,8.0,,,,,,,,1.0,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,
441,"This person seems to be naturally funny and really enjoys joking around with others, often in a self deprecating way",29.0,2,5bab9236315e270001a408e1,29.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,3.0,
442,"This person seems kind and thoughtful, but not particularly outgoing. They have a good sense of humor, but they don't try to be the center of attention by making jokes.",56.0,2,558ed072fdf99b3a6486371d,55.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,4.0,
443,more xonxerned about feeling good and being the life of the party than other's feelings,50.0,2,60a7ba346d47f96dd56209cf,38.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,1.0,
444,they seem to be overall in good humor,36.0,2,5e3c79de24984505f37d3903,44.0,4.0,,,,,,5.0,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,
445,"I think this person jokes around with those close to him/her, but does not like to be made fun of or be the butt of the joke. I think this person doesn't like to offend people and will go out of their way not to be offensive. This person laughs or jokes with others that he or she is close to.",38.0,2,63e55f03b3c1f7481cec6eb9,23.0,9.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
446,Kind of a frat person - tends to go along with buddies,72.0,2,611bef869f91f800ad3b193e,18.0,4.0,,,,,,5.0,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,
447,They enjoy making others happy. They don't like being put down or putting themselves down. ,34.0,1,6003ef9269c7814f0ca7b46a,34.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,2.0,,,,,,,
448,This person seems to enjoy comedy but takes precaution not to offend anyone when making jokes.,31.0,1,63d0553eaccbcca389e4d3eb,36.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,5.0,,,,1.0,,,,,,,
449,"Boring and unfunny, she thinks too highly of herself",48.0,1,562e4469733ea00005163785,40.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,4.0,
450,This person kinda goes along with the crowd and might be a little passive-aggressive,44.0,3,5d4af0a71813250015d3c5c7,18.0,7.0,,,,,3.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,3.0,,
451,"They seem a little prone to getting upset, and they definitely don't like people to laugh at their expense. But I think they enjoy jokes and laughter in a mostly healthy way, not by putting down others.",38.0,2,5c06b3f64a2b7b0001c3c185,17.0,2.0,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,1.0,,2.0,,,
452,a comedian,33.0,1,6140dea8067c02a3d56a52d9,13.0,8.0,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,
453,This person has a sense of humor and enjoys being funny around other people such as friends.,42.0,2,5f0a686635f72917e94c7a63,29.0,9.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
454,This person likes humor but doesn't think of themself very highly.,33.0,1,5c28113978fad50001932f58,58.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,2.0,,,,,,,
455,They are a comedian. Always trying to get people laughing. ,31.0,1,63bd8566ccfd7ec9c7d4644d,27.0,3.0,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,1.0,,,,,,,
456,this person is a jokester and probably feels people are offended too easily,40.0,2,5e437d7404eaba215eafbd2a,56.0,8.0,,,,,,,,1.0,,5.0,,,,,,,,,,2.0,,,,,,,,,,,,
457,Kinda dull. Not very humorous. Probabky takes things and themselves too seriously.,41.0,2,5d82be0cf45ead000150f026,14.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,2.0,,,,,,,
458,A funny person around people but normally depressed when alone.,57.0,1,610f326ceebada4236a67080,49.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,4.0,
459,"They weren't paying attention. They answered contradicting answers. Overall, they seem like they don't find humor.",31.0,1,63d400b4806de850e8b9ceaf,8.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,
460,This person does not want to hurt others or themselves with humor.,31.0,2,636330b7f97a8198974a367f,9.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,2.0,,,,,,,
461,"Introvert, shy, soft spoken",62.0,1,62e9c91168f8d1ff048964e9,33.0,8.0,,,,,,,,2.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,
462,The person has a good sense of humor and is self aware.,30.0,1,5dd55652f30aa650f027e1c2,56.0,6.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0
463,Someone with somewhat of a dry sense of humor. Not someone who is the life of the party or uses humor to deflect.,55.0,2,644d5fb220ffdb914ba77191,23.0,7.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,
464,I think this person is a more agreeable person and more sensitive to others and their own feelings. They don't like to offend others and don't like to use humor when dealing with serious situations.,25.0,1,6400dc9f84ed19aeedc1a2cc,37.0,9.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
465,This person likes to be funny and tell humorous stories and jokes to impress others.,40.0,2,5fb2041681fe9376804e1249,51.0,8.0,,,,,,,,4.0,,5.0,,,,,,,,,,4.0,,,,,,,,,,,,
466,"The person jokes around a lot, but doesn't use humor to make themselves happy.",54.0,1,5ce83f6ffdd26c00193b9611,26.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,
467,The person seems to be a well developed adult and capable of keeping his emotions mostly to himself if they have a chance of offending another person.,79.0,2,6348846ae221cb4a0efbf3f9,54.0,7.0,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,5.0,,
468,They seem pretty variable,32.0,1,5e27868c5cbbcc0b3599574b,3.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,2.0,,,,,,,
469,He likes to laugh. Doesnt like to put down or laugh at others expense but will laugh to improve his or her mood,51.0,2,5c8afb535e65990001da9eeb,32.0,4.0,,,,,,4.0,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,
470,They sound likable to me.  I answered much the same way.,62.0,2,5d321a7348bf98001646aeb2,60.0,9.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
471,This person is extroverted and playful.,35.0,1,5f985a6faf071810974a32f8,25.0,4.0,,,,,,4.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,
472,This person has an interesting sense of humor while trying to be different.,35.0,1,5a53e59af6c5170001949a39,47.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,4.0,,,,,,,
473,The person is not the life of the party. The person doesnt laugh too much. ,45.0,2,6445b89361755459d55f2ee2,5.0,7.0,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,
474,They seemed to be a relatively positive person who didn’t use deprecating humor,27.0,2,62e31131dd8b248409c9fcb3,9.0,9.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
475,Humor is an important coping skill that can be both harmful and helpful,27.0,2,5c049e9bad9a9700011b877b,43.0,1.0,,,4.0,,,,,,,,2.0,4.0,,,,,,,,,,,2.0,,,,,,,,,
476,This person often gets sad or depressed and can cheer themselves up by thinking of something humorous,66.0,1,643c8b9e084ad254bf9a0645,60.0,8.0,,,,,,,,2.0,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,
477,I think this person is a bit more reserved than most people and doesn't often deal with humor.,31.0,1,63619bf68269c27fa8aa56a1,4.0,6.0,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
478,I feel like this person enjoys comedy and humor but does not like to make fun of people also.,28.0,1,628f9cfbee6de7cc7322fecf,22.0,4.0,,,,,,5.0,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,
479,"This person uses humor to overcome feeling bad, but is not very sensitive to others feelings.",74.0,2,604bd44cb5668ba12cc9376e,15.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,1.0,,,,,,,
480,This person does not like being the butt of people's jokes but prioritizes humor in their life in general.,25.0,2,6304b7a752adde130e57bddf,39.0,2.0,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,2.0,,1.0,,,
481,very cold not fun,32.0,2,5dd864447beb29822b6c1e86,33.0,10.0,,,,,,,,,,,,,4.0,,,1.0,,,,,,1.0,,,,,,,,,,
482,"This person has a good sense of humor, which is important to them, but sometimes they can use that humor to hurt other people.",68.0,1,6413634f9d315afcde51553b,50.0,8.0,,,,,,,,4.0,,3.0,,,,,,,,,,5.0,,,,,,,,,,,,
483,I feel like they are a well rounded individual with much to offer.,35.0,1,5ec62902bb44c16b842128f9,28.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,3.0,,,,,,,
484,This person seems like they take themselves a little too seriously and they're possibly a bit of a follower.,38.0,2,631b822619211df6b4180d50,59.0,2.0,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,,,,2.0,,3.0,,,
485,"I believe the person acts similiarly to a ""class clown"" who enjoys humor and uses it as a cover for the more difficult aspects of life.",39.0,1,6425da2ae14ac64b0138c3cb,61.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,1.0,
486,They seemed pretty reserved,34.0,1,5fb33154a2f41ea504c25dcf,34.0,4.0,,,,,,2.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,
487,I think they enjoy joking around a lot but do not use humor as a defense mechanism. They don't use it to cover up how they feel. They don't like to use it on people they don't like. They don't seem to want to put others down. They enjoy funny and amusing things when alone or with friends.,30.0,2,59aae1188cef7d00011f8884,41.0,1.0,,,2.0,,,,,,,,3.0,2.0,,,,,,,,,,,3.0,,,,,,,,,
488,Humorous but kind,43.0,1,5e0f69380fb798000a199566,52.0,2.0,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,2.0,,1.0,,,
489,This person seems to employ humor to get by in life. ,53.0,1,6431c58ce5be91cd5c2c5d8f,46.0,7.0,,,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,5.0,,
490,"Selfish, arrogant, poisonous",67.0,1,63f4021039d138e8425201c7,45.0,7.0,,,,,3.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,4.0,,
491,They like humor but do not want to hurt someone else's feelings.,48.0,1,63e630188c3e4ac4a92b1ff5,11.0,1.0,,,2.0,,,,,,,,2.0,4.0,,,,,,,,,,,3.0,,,,,,,,,
492,I think they're someone who loves making jokes and they tend to have fun anywhere with anyone.,18.0,1,63d43839677cd9a315302808,21.0,7.0,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,3.0,,
493,They has a pretty healthy sense of humor. ,48.0,2,645ab2ad1d9df4d16511cd71,35.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,4.0,
494,"humorous, sociably, extrovert, humor to cope with things and bond, humor driven if you will",36.0,1,5d62886927a84f00010fbbb4,42.0,10.0,,,,,,,,,,,,,5.0,,,4.0,,,,,,2.0,,,,,,,,,,
495,I have no strong impression. They seem average to me,35.0,1,5e7b815adb5aba05af6e6cc7,60.0,1.0,,,3.0,,,,,,,,3.0,3.0,,,,,,,,,,,3.0,,,,,,,,,
496,they are insecure,24.0,3,62699ca4c48ff1d410fcd8f7,13.0,1.0,,,4.0,,,,,,,,4.0,3.0,,,,,,,,,,,3.0,,,,,,,,,
497,"They seem to have a sense of humor, but maybe at the expense of others sometimes.",36.0,2,5b70ed4b99982e000145eb7b,48.0,6.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
498,They like to be funny but aren't often successful. They do not like to use humor to put others down and have a difficult time finding humor in a situation.,59.0,2,5bd4e6f7c4f8e900013ae526,3.0,8.0,,,,,,,,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,
499,"This person doesn't take himself too seriously. The person uses humor to help ease tension, make people feel comfortable. The person doesn't use humor to offend people though. The person can kind of find humor in theirself.",59.0,2,63804d105c37525d499b9c6c,42.0,7.0,,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,4.0,,
500,"Sarcastic, puts others down needlessly, a lack of caring about others feelings",69.0,1,60fc855e03afaabca212e804,50.0,9.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
501,Ii think this is a very humble person with a good sense of humor.,70.0,2,62d0880f5ba6d972d1bfc63c,21.0,6.0,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
502,They seem fine.,37.0,2,5938e042e9b44100013ae891,16.0,2.0,,,,,,,,,,,,,,,3.0,,2.0,,,,,,,,,,3.0,,2.0,,,
503,He or she seems like a quiet person who doesn't socialize very often with people but is a loner and makes himself laugh ,29.0,2,63d1569edf6780583e4e3009,55.0,1.0,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,,5.0,,,,,,,,,
504,This person has no time for luxury. They are about their business,36.0,2,5e160795265c80bf44a4cd83,31.0,2.0,,,,,,,,,,,,,,,4.0,,2.0,,,,,,,,,,2.0,,3.0,,,
505,they are a very creative and calm person.,23.0,2,62e9731465fb490879d942c7,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,3.0,
506,"They seem kind of unhappy.  They seem naturally funny, but don’t seem like they laugh all that much.",43.0,1,6273088a00cf446a9c9cd8f6,26.0,4.0,,,,,,1.0,,,5.0,,,,,,,,,1.0,,,,,,,,,,,,,,
507,"They seem to use humor to deal with emotions, they are a joker and love humor.",41.0,1,63d13b44f511eff0aef876f2,39.0,6.0,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
508,"They seem to enjoy humor in their life, but possibly have difficulty with accepting that not all situations are not humorous and will go overboard at times. Overall, they seem to have good intentions with how they treat situations though.",24.0,1,5f4efbf90b8cc113d26921a4,57.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,2.0,
509,"they seem like a very kind person, but also serious and not inclined to joke around a lot.",57.0,2,63e5517cd738b83025348a43,32.0,7.0,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,
510,"Funny, jokester, sometimes too much and not too concerned about what others think ",59.0,2,63644514902f60174b4b29a1@email.prolific.co,10.0,6.0,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0
511,The person loves humor.,33.0,1,63d71e67dd0fcccd3cc745b0,51.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,1.0,,,,,,,
512,Values humor as long as they’re not the butt of the joke,26.0,1,5ce3b2031497a8001684691f,46.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,5.0,,,,2.0,,,,,,,
513,"they think they're funny, they like to laugh but don't like being laughed at. they sometimes let offensive jokes slip but seem for the most part concerned for others. ",59.0,3,63cc90d2bed7edb18c3fd155,24.0,4.0,,,,,,4.0,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,
514,Fake and changed personality ,34.0,1,5ffc9b8e0cbe201153a2b381,41.0,6.0,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
515,Thinks he is funny.  Jokes about inappropriate things.  Uses jokes to put people down.  ,58.0,2,5fe49a4ad8918ba1615e298d,35.0,4.0,,,,,,5.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,
516,A person that enjoys putting other down (a bully),25.0,1,62d43cee3d60ac98c1dcacc8,27.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,5.0,,1.0,,,
517,"Somewhat not the best person to be around, thinks his jokes are funny, and doesn't worry about making others uncomfortable, thus not welcome many places.",63.0,1,58ae2c4ed6a2220001179f7c,2.0,8.0,,,,,,,,1.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,
518,"This person seems to enjoy jokes and making people laugh as long as it is not at the expense of others, I think they are nice and generally warm but need to build more confidence in themselves.",30.0,1,63f78d9a7a3d118594efff74,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,5.0,
519,I think he is a nice person,34.0,1,616d9ef881036dfbfd63d2f4,49.0,6.0,,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
521,They have a sensible sense of humor.,32.0,1,5f207a2b82631213fd1f0dd3,45.0,8.0,,,,,,,,2.0,,4.0,,,,,,,,,,3.0,,,,,,,,,,,,
522,it is someone who thinks he is funny,59.0,1,62ed458d61ebd1930833e95a,31.0,9.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
523,"seems like a good sense of humor but doesn't like to be the butt of jokes, or making fun of others they aren't close with",51.0,1,642b6547b732b663d7180d06,54.0,8.0,,,,,,,,2.0,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,
524,A person with a moderate sense of humor,51.0,1,6400e1da013c92ee33537ed8,4.0,10.0,,,,,,,,,,,,,4.0,,,3.0,,,,,,4.0,,,,,,,,,,
525,"They seem to think highly of themselves (since they don't like to use self-deprecation as humor) but they typically don't mind putting others down if they don't like them. Kind of rude, I guess",24.0,2,6102a4e20fb6538b03d6a24f,17.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,3.0,,,,,,,
526,"Someone who will joke about others, but can’t take a joke",46.0,1,5eb2f1a1ce5ba10ab2c0a042,43.0,3.0,,,,,,,,,,,,,,4.0,,,,,,,5.0,,,,1.0,,,,,,,
527,"Friendly, funny, and self-depricating",40.0,2,60e7bdb3754edaeb7c75fec5,29.0,4.0,,,,,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,
528,They seem like a funny and calm person. ,34.0,2,63162e1bbde3c4bb1d9d92a3,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,2.0,
529,This person is not comfortable showing their true self to other people and uses humor involving others to remove themselves from being the center of attention. ,34.0,2,60446059d027864e2c4c1fcd,22.0,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,3.0,,1.0,,,
530,He seems like a very dry person ,24.0,2,6107acfe97c63575a2344e36,8.0,8.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
531,"They seem to rely on humor a lot, but they don't go overboard with it",27.0,1,5d4a41890e604c00011ade8b,53.0,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,3.0,,2.0,,,
532,This person would like to fit in with the group .,58.0,2,5d697ea28572fc000126b779,10.0,3.0,,,,,,,,,,,,,,5.0,,,,,,,4.0,,,,2.0,,,,,,,
533,They enjoy laughing and making others laugh,42.0,1,63d549914bb4c89634740bfe,12.0,8.0,,,,,,,,2.0,,4.0,,,,,,,,,,2.0,,,,,,,,,,,,
535,He trys to use humor in many situations.,74.0,1,5facc4201f33582f15dcf9bf,6.0,10.0,,,,,,,,,,,,,4.0,,,2.0,,,,,,2.0,,,,,,,,,,
536,It is a very humorous person,38.0,1,61686f8376bd6ff59ea15479,44.0,10.0,,,,,,,,,,,,,5.0,,,4.0,,,,,,3.0,,,,,,,,,,
537,This person enjoys humor to cheer themselves up but not at their own expense,37.0,1,6413672a835333b90d961eaa,16.0,10.0,,,,,,,,,,,,,4.0,,,3.0,,,,,,2.0,,,,,,,,,,
538,Enjoys humor but doesn’t always respect how that may make others feel.,61.0,2,63f29de1e498d3b7a8e490ab,27.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,1.0,
539,"They seemed to like humor and used it to improve their life, however they did use it to put others down as well. ",38.0,1,6361795b5918b185b6bd13fe,61.0,8.0,,,,,,,,4.0,,5.0,,,,,,,,,,3.0,,,,,,,,,,,,
540,"They don't have a problem making fun of themselves, and they don't let other people put them down.",68.0,2,638476f72ab8021be345e3ac,24.0,1.0,,,2.0,,,,,,,,3.0,4.0,,,,,,,,,,,3.0,,,,,,,,,
541,This person is very down to earth and natural.,61.0,1,5dd2c9f2c925a82e5167ef8b,52.0,9.0,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
