,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
606,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0
608,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0
609,2.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
610,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
612,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0
613,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
614,2.0,5.0,1.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0
615,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0
616,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0
619,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0
624,2.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0
625,1.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,3.0
628,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0
629,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0
631,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0
634,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0
635,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0
639,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0
641,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0
642,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0
644,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0
645,1.0,5.0,2.0,3.0,4.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0
650,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0
651,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0
652,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0
654,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
656,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
657,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0
658,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
659,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0
661,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0
663,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0
664,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0
668,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
670,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
672,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
673,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0
675,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0
676,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
677,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0
678,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0
679,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0
680,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0
682,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
685,2.0,5.0,3.0,2.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0
686,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
687,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
688,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0
689,3.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
690,2.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0
691,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0
692,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
698,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0
700,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0
701,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0
702,3.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0
706,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
709,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0
711,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0
712,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0
713,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0
716,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
717,1.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,5.0
719,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0
720,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0
721,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0
722,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0
724,2.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0
725,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
726,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
727,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
728,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0
729,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0
731,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0
732,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0
733,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0
734,2.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0
736,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
737,1.0,4.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0
738,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
739,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0
741,2.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0
744,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0
745,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
746,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0
747,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
749,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0
750,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
753,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0
754,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
755,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0
756,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0
757,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
759,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0
760,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0
763,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0
765,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
768,2.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0
771,1.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,5.0,1.0,5.0
775,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0
776,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0
777,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,5.0
779,2.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0
780,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0
782,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0
