,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
606,2.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0
608,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0
609,3.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,4.0,3.0,3.0,5.0
610,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
612,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,4.0
613,3.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,5.0,1.0,5.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0
614,3.0,3.0,3.0,1.0,4.0,5.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0
615,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,5.0
616,2.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0
619,2.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,2.0,5.0,2.0,2.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0
624,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0
625,2.0,4.0,5.0,2.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0
628,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0
629,3.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,1.0
631,2.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0
634,4.0,3.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,5.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0
635,3.0,4.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0
639,2.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0
641,4.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0
642,3.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,4.0
644,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,2.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0
645,1.0,3.0,5.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,3.0,3.0,2.0,5.0,5.0
650,4.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0
651,3.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0
652,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0
654,3.0,3.0,1.0,5.0,1.0,4.0,5.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0
656,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,5.0
657,4.0,4.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,4.0,2.0,5.0,4.0,2.0,3.0,1.0,5.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0
658,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,2.0,4.0
659,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0
661,4.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0
663,4.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0
664,3.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,4.0
668,3.0,4.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0
670,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0
672,3.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0
673,4.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0
675,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0
676,2.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0
677,3.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,3.0
678,2.0,3.0,4.0,3.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0
679,3.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0
680,3.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0
682,2.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0
685,2.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,5.0
686,4.0,4.0,2.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,1.0,3.0
687,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,1.0,3.0
688,3.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0
689,5.0,4.0,2.0,5.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0
690,1.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,5.0,5.0
691,3.0,3.0,5.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,2.0,3.0,2.0,5.0
692,4.0,3.0,2.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,1.0,3.0
698,3.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,5.0
700,3.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0
701,3.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,4.0
702,4.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0
706,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,1.0,5.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0,4.0,2.0,3.0,2.0,3.0
708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
709,3.0,2.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0
711,2.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0
712,3.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0
713,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,4.0
716,3.0,4.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0
717,2.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,2.0,4.0,5.0
719,3.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0
720,3.0,4.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0
721,4.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0
722,4.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,4.0
724,2.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,3.0,1.0,3.0
725,3.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0
726,2.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0
727,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
728,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,5.0
729,2.0,4.0,5.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,5.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0
731,1.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
732,5.0,4.0,1.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0
733,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,4.0
734,3.0,4.0,1.0,3.0,3.0,4.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0
736,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0
737,3.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0
738,2.0,4.0,5.0,2.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0
739,4.0,3.0,1.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0
741,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0
744,2.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0
745,3.0,4.0,4.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,3.0,2.0,3.0
746,3.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0
747,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0
749,3.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0
750,3.0,4.0,2.0,5.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0
753,5.0,5.0,5.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0
754,2.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,1.0,3.0
755,3.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0
756,3.0,4.0,5.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0
757,4.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0
759,2.0,4.0,2.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0
760,3.0,5.0,5.0,1.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0
763,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0
765,3.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0
768,3.0,4.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0
771,1.0,3.0,4.0,1.0,4.0,5.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,5.0
775,2.0,4.0,2.0,4.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0
776,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0
777,2.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0
779,3.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,2.0
780,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0
782,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,3.0
